id,text,meer,minder,gelijk,overige
621,"De vliegbewegingen zouden dan moeten gaan afnemen. Op dit moment zijn voor mij de vliegbeweging al te veel. Overdag in de zomer en het hele jaar door de nachtvluchten rond twaalf uur en in de vroege ochtend.
De aanvliegroute over Warmond gaat pal over ons huis en omdat de landing dan al ingezet gaat worden is het een hels kabaal. Wel te rusten",0,1,0,0
622,De vliegtuigbewegingen kunnen prima omhoog. Ervaar geen overlast van de hoeveelheid. Schipol moet fysiek wel echt slimmer omgaan met de hoeveelheid passagiers. Het is er altijd druk en ze niet innoverend als je het vergelijkt met andere airports. Discussie gaat alleen maar over vliegtuigbewegingen maar zou ook moeten gaan hoe schiphol te kunnen laten concurreren met andere airports in europa. veel zijn er slimmer/nieuwer/innovatiever. Dat gaat ze in de toekomst veel parten spelen als ze zich daar nu niet op focussen in dezelfde discussie. Meer passagiers en hetzelfde airport gaat leiden tot ellendige ervaringen en dus verslechterende concurrentie positie.,1,0,0,0
623,"De vliegtuigen worden steeds stilller, dus met dezelfde overlast kunnen er meer bewegingen komen. Maatschappijen moeten verplicht worden om zo stil mogelijk te opereren.",1,0,0,0
624,De vliegtuigen worden stiller en Nederland heeft als handelsland een sterk Schiphol nodig. Daarom moet Schiphol door kunnen groeien.,1,0,0,0
625,"De vliegtuigsector draagt voor ca. 25% bij de totale uitstoot van CO2 in Nederland. Het klimaatakkoord stelt dat de totale uitstoot van CO2 dient te worden verlaagd. De vliegtuigsector dient daar haar medeverantwoordelijkheid in te nemen en te zoeken naar manieren om het aantal vliegbewegingen terug te dringen. Tot nu toe voert deze sector echter de druk op in de zoektocht naar het accommoderen van meer vliegbewegingen vanaf 2020. Dit druist dus in tegen mijn visie op de wijze waarop Schiphol dient om te gaan met de uitgangspunten uit het klimaatakkoord.

Mijn visie is dus dat het aantal vliegbewegingen dient te worden teruggebracht om een aandeel te leveren aan het terugdringen van de CO2 uitstoot in Nederland.",0,1,0,0
626,"De vluchten in de omgeving van de Westeinderplas zijn nu al talrijk. De ervaring is dat met name de late avondvluchten en de vroege ochtendvluchten de nachtrust verstoren.
Ik kan mij voorstellen dat een lange termijnvisie toch het bouwen van een terminal in de Noordzee meeneemt. Daar is de overlast op omwonenden in ieder geval het minst. Een uitbreiding lijkt me dan nog mogelijk.
Wel vraag ik me af hoe de ontwikkeling van meer vliegtuigen op fossiele brandstof zich gaat verhouden tov de beschikbaarheid en wenselijkheid van deze brandstof. Bestaat er voor vliegtuigen een alternatief in de nabije toekomst. Anders zou juist een afname van vliegbewegingen een reeele optie. Dat brengt wel grote maatschappelijke consequenties met zich mee en een nieuwe logistieke orde.",0,1,0,0
627,De vluchten nemen enorm toe met de goedkope luchtvaartmaatschappijen en toegenomen welvaart. Dit is niet meer houdbaar voor de omgeving en het milieu. Schiphol zou dus eerder minder vluchten moeten hebben dan meer. Dit geldt ook voor alternatieven zoals Lelystad. We moeten ons volledig richten op het bouwen van een snel trein netwerk in Europa dat financieel aantrekkelijk gemaakt wordt voor de consument (BTW eraf/omlaag; kerosine belast).,0,0,1,0
628,"De vraag naar Vliegbewegingen zullen blijven toenemen bij een gelijkblijvende economie en gelijke of lagere kosten van vliegen.
Bij een gelijke of groeiende economie zaal de vraag naar Vliegbewegingen flink toenemen en als die niet mogelijk zijn zal dit deel van Europa minder mee profiteren van groei.",1,0,0,0
629,De vraag naar vliegen is nu kunstmatig hoog (en de prijs dus kunstmatig laag) omdat alternatieven wel belast worden. Het is belangrijk dat er eerst een gelijk speelveld ontstaat tussen vliegen en andere vormen van transport en dat de externe effecten van vliegen volledig in de ticketprijzen tot uiting komen.,0,0,0,1
630,"De vraag van de ""reisgebruiker"", zowel zakelijk- als priv?, is duidelijk: zij willen snel en prijsvriendelijk naar hun bestemming. Daarbij weten zij heel goed dat hun voorkeur van reizen bepaalde nadelen met zich meebrengt.
Alternatieven voor vliegen zijn spaarzaam en kosten meer geld en meer tijd.",0,0,0,1
631,"De vraagstelling is sowieso al verkeerd; het automatisme waarmee het begrip groei wordt gehanteerd heeft zijn tijd gehad. Het aantal vliegbewegingen van en naar Schiphol moet omlaag.De onderbouwing daarvan is inmiddels in vele rapporten onderbouwd. het is 2018 en niet 1980. De opwarming van de aarde is het kernargument. CO2 emissies moeten naar beneden en daar zal de luchtvaart aan moeten bijdragen. dit is onontkoombaar. 
Daarnaast is de ruimtelijke kwaliteit van een groot gebied rond Schiphol is door het grote aantal vliegbewegingen zwaar aangetast, terwijl er juist behoefte is aan vestiging van kenniscentra die wel bijdragen aan economische groei. de luchthaven wordt omgeven door 5 universiteiten!!. dit integenstelling tot een economie van pakketten en mensen sjouwen. Het vestigingsmilieu voor innovatieve industrie is niet goed. Recente onderzoeken geven aan dat investeren in de groei van Schiphol per saldo een negatief resultaat geeft voor de economische potenties van het gebied. Daarnaast is er juist in de randstad een enorme vraag naar woningen.
Tot slot heeft het bizar hoge aantal vluchten consequenties voor veiligheid en gezondheid (stress, gevolgen van fijnstof en ultra-fijnstof, verstoring van de nachtrust, e.d.)
Een afname van het aantal vluchten is dus een zaak van nationaal belang.",0,1,0,0
632,De wereld luchtvaart blijft groeien en Nederland moet daarin mee. Er wordt veel geld mee verdiend en het genereert veel werkgelegenheid. Een deel van de inkomsten moet gebruikt worden om de mensen in de gebieden met de meeste geluidsoverlast uit te kopen. Mensen die na 2020 een huis kopen in de ?probleemgebieden? hebben geen recht op enige compensatie. Zij weten waar ze aan beginnen.,1,0,0,0
633,"De wereld raakt steeds verder met elkaar verbonden. Mensen reizen steeds vaker en verder. Voor de economie is dit goed. Voor het milieu is vliegen een stuk minder goed. Dit kan je niet tegen gaan door een paar bomen de planten. Ik vind het belangrijk dat er gekeken wordt naar duurzame alternatieve voor brandstof. Op het moment dat dit op orde is, vind ik het geen probleem dat het aantal vliegtuigbewegingen toeneemt. Anders vind ik het wel bezwaarlijk. Maar het moet niet zo zijn dat we met half Nederland niet meer kunnen slapen wegens een grote hoeveelheid vlieggeluiden.",1,0,0,0
634,"De wereldbevolking zal minder moeten gaan vliegen en dus ook zullen er ook minder vluchten naar Schiphol moeten komen om de wereld te beschermen tegen de gevolgen van opwarming.

Geen (politiek) beleid meer om het aantal overstapvluchten op Schiphol te stimuleren.",0,0,0,1
635,"De, nu vaak mensonterende geluidsbelasting dient te worden terug gebracht. Dit dient hoofdzaak en leidraad te zijn. Als dat niet met technische of operationele middelen kan dient het aantal vliegbewegingen terug gebracht te worden.",0,1,0,0
636,"December 2014 verscheen het TNO Rapport ""ULTRAFIJN STOF RONDOM SCHIPHOL"". Daarin is sprake van een verwachte ""toename van 3-6% in sterfte"" ten gevolge van de Schipholemissie, maar ook wordt gesteld dat meer onderzoek moet worden gedaan. Inmiddels  bestaat er een uitgebreid Amerikaans onderzoek, gepubliceerd eind 2017, waarin valt te lezen: ""Hoe meer er van het fijnste fijnstof (PM2,5) in de lucht hangt, hoe meer 65-plussers een dag later overlijden. En er blijkt geen veilige PM2,5 concentratie te bestaan waar beneden geen extra sterfte is. PM2,5-fijnstof is dus ook ver beneden de geldende toegelaten waarden nog ongezond."" 
Ik neem aan, dat de beleidsmakers van Schiphol van deze stukken op de hoogte zijn.
Er valt maar ??n conclusie te trekken, Schiphol moet dicht, want Schiphol is moord.
Een luchthaven kan niet op deze plek, en misschien wel helemaal niet in Nederland.",0,1,0,0
637,Deel van geluidwinst (nieuwe toestellen en verbeterde procedures) gebruiken om Schiphol verder laten groeien.,1,0,0,0
638,"Denk dat de vliegtuig bewegingen wel verhoogt kan worden. Maar misschien is uitwijken naar een andere locatie binnen Nederland, wat goed te bereiken is met het OV(voornaelijk trein) wel een optie is om over na te denken.",1,0,0,0
639,"Denk dat het belangrijk is om de luchtvaart die opereert in een mondiale markt niet teveel lokaal in te perken. Mijn visie is dat Schiphol moet kunnen groeien als de markt daarom vraagt. Zodra wij netwerk luchtvaartmaatschappijen gaan tegen houden zich te ontwikkelen zoals dat op mondiaal niveau plaatsvind, zal de groei van luchtvaart verschoven worden naar andere locaties in europa. De hoge kwaliteit van leven die wij gewend zijn in Nederland heeft alles te maken met de economische welvaart die wij te danken hebben aan de bedrijvigheid die in ons gebied plaatsvind. Deze bedrijven zijn hier in NL gevestigd omdat we van origine een handels land zijn. Voor internationale handel is een stevig luchtvaart netwerk in de wereld noodzakelijk. Als wij de groei in perken is dit een rechtstreekse aanval op ons waardevolle netwerk en dus uiteindelijk op onze economie/ bedrijvigheid en dus op onze kwaliteit van leven in NL. Geen goed plan dus om Schiphol groeibeperkingen op te leggen.",1,0,0,0
640,"Denken aan het milieu = denken aan een gezondere toekomst voor onze kinderen! Laat schiphol eens laten zien dat ze dat ook kan! Wij willen onze kinderen niet opzadelen met een vervuilde lucht, een opgewarmde aarde en heel veel geluidsoverlast. Wij willen dat deze problemen afnemen!  Desnoods Schiphol kleiner, maar vooral schoner en geluidsarmer!",0,1,0,0
641,Des te minder des te beter.,0,1,0,0
642,"Destijds is er een keuze gemaakt om de luchthaven niet te verplaatsen in zee. Daarmee werd tegelijkertijd voorzien in maximering van het aantal vluchten. Nu dat te krap blijkt wil de luchtvaartsector de normen weer oprekken. Echter de rek is er echt uit. De geluidsoverlast is sterk toegenomen, inclusief de milieubelasting. De toekomst ligt alsnog ver in zee of stoppen met ongebreidelde groei. De luchtvaartsector dient zich tevens te realiseren dat milieunormen en belasting op energie ook voor hen geldt. Groei kan alllen buiten Schiphol, liefst voldoende ver op zee, en evenredig belast als overig verkeer m.b.t. Belastingdruk en milieu.",0,0,1,0
643,Deze 500.000 vliegbewegingen zijn er al gekomen door eerdere afspraken op te rekken. Boven de Haarlemmermeer is dit het maximale aantal vliegbewegingen.,0,0,1,0
644,Deze aantallen zijn meer als genoeg.  ( te veel),0,1,0,0
645,"Deze behoren niet verder te groeien. M.i. is de uiterste limiet bereikt welke nog enigszins verantwoord qua geluidsoverlast, gezondheid en veiligheidsrisico?s.  Daarbij acht ik het onacceptabel dat de normen steeds opnieuw worden opgerekt en zelfs straffeloos worden overschreden.",0,0,1,0
646,Deze blijft groeien.,1,0,0,0
647,Deze dienen beperkt te worden.,0,1,0,0
648,Deze dienen binnen de bestaande geluidsnormen te blijven.,0,0,0,1
649,Deze dienen niet te groeien,0,0,1,0
650,Deze groei kan zo niet doorgaan. Het plafond is bereikt.,0,0,1,0
651,Deze is al zoveel toegenomen afgelopen jaren. Amsterdam is gewoon te veel bevolkt voor een luchthavenZe proberen in ieder geval iets te doen aan de overlast,0,0,0,1
652,Deze is nu al veel te hoog. Dat zorgt voor veel lawaai overlast en milieuvervuiling.,0,1,0,0
653,"Deze kan niet verder groeien.

De milieueffecten en maatschappelijke kosten die gepaard gaan met het zeer druk belaste Nederlandse luchtruim zijn tot op heden nooit integraal en op nationale schaal in kaart gebracht (zie o.a. het toetsingsadvies van de commissie m.e.r. op de Actualisatie MER Lelystad Airport (2018). Op dit moment maken meerdere luchthavens van nationale betekenis gebruik van het lage luchtruim. Het steeds drukker wordende vliegverkeer maakt meer horizontaal en verticaal vectoren noodzakelijk, waardoor veel vliegtuigen per saldo steeds lager vliegen, in grote delen van Nederland. Hoe drukker Schiphol wordt, hoe meer relatief laagvliegend verkeer in 'ver weg' gelegen provincies als Friesland, Overijssel, Gelderland.

Mede op grond van bovenstaande is ten aanzien van nieuwe Luchtvaart- en Luchthavenbesluiten op dit moment geen zorgvuldige en transparante besluitvorming mogelijk. Dus ook niet voor Schiphol.",0,0,1,0
654,"Deze mag groeien, vermits er onderscheid gemaakt gaat worden voor duurzame en niet duurzame vliegtuigen
Vliegtuigen met meer uitstoot en geluidsoverlast veel zwaarder belasten zodat deze geweerd worden van Schiphol.
Criteria regelmatig updaten naar industriestandaarden en met uitdagingen  om er als airline voor te gaan!",1,0,0,0
655,Deze mag groeien. Voor de (vele) mensen die zo hun brood verdienen is het zeer belangrijk. Als je een goed betaalde baan elders hebt is het makkelijk klagen over geluidshinder. Maar ik ben benieuwd hoe er tegenaan gekeken zou worden als de rollen omgekeerd waren.,1,0,0,0
656,Deze mag niet  verder groeien,0,0,1,0
657,"Deze mag niet meer groeien op de locatie Schiphol. Laten we de lasten delen over heel Nederland, dus een deel naar het oosten van het land.",0,0,1,0
658,Deze mag niet worden uitgebreid na 2020 en liever nog teruggebracht tot een aanvaardbaar niveau (400.000 ?),0,0,1,0
659,Deze mag stijgen.,1,0,0,0
660,Deze mag van mij groeien. Direct en indirect zijn er vele banen mee gemoeid en stimuleert het het vestigingsklimast van Nederland.,1,0,0,0
661,Deze mag van mij verder groeien.,1,0,0,0
662,"Deze mag verder toenemen met in achtneming van het nemen van maatregelen om de overlast voor omwonenden te beperken. Oude vliegtuigen die veel lawaai maken moeten worden geweigerd op Schiphol, zodat vliegmaatschappijen gedwongen worden ook hun bijdrage te leveren in het beperken van de geluidshinder",1,0,0,0
663,"Deze mag zeker groeien. Overlast wordt al meer beperkt door minder lawaaiige vliegtuigen, andere aanvliegroutes, geen reversers na de landing etc.",1,0,0,0
664,Deze mag zeker niet meer worden.  Daarnaast dienen vluchten naar andere luchthavens verplaatst te worden.,0,0,1,0
665,Deze mag zeker niet toenemen.,0,0,1,0
666,Deze mag/moet groeien.,1,0,0,0
667,"Deze moet absoluut naar beneden in vergelijking met de het aantal vliegbewegingen nu, oktober 2018.  Het meest maak ik me zorgen over de luchtkwaliteit i.c. CO2 uitstoot door de vliegtuigen. de toename van de fijnstof concentraties met alle gezondheidsgevolgen van dien voor deze en toekomstige generaties staat op het spel.",0,1,0,0
668,"Deze moet dalen. Wij hebben nu al zoveel last van geluidsoverlast en fijnstof  en stank van kerosine dat alleen sprake mag zijn van dalende omvang van vliegbewegingen. Vliegen is belachelijk goedkoop en vervuilend (stank, fijnstof, geluid). Hieraan moet een duidelijke begrenzing en beperking voor gesteld worden in deze tijd van milieubescherming, CO2 voetafdruk en duurzaamheid.
Na 2020 eerst terug naar 400.000 vliegtuigbewegingen en dan verder dalen naar 300.000.",0,1,0,0
669,"Deze moet gelijk blijven. Een verdere toename in vluchten, en de daarbij gepaard gaande overlast, moet worden stopgezet.
Pas wanneer de geluidsbelasting en het geluidsvermogen op de grond (sound power level) afnemen, kan er gekeken worden naar groei van het aantal bewegingen.
Verder moet er gekeken worden en strenger toezicht gehouden worden op de vliegroutes: Nu komt het  zeer regelmatig voor dat vliegtuigen (vooral de zwaardere cargo en combi toestellen) laag over woonwijken vliegen, in plaats van eromheen. Dit levert extra overlast op en kan simpel vermeden worden door vliegtuigen een paar kilometer om te laten vliegen. 
Hoewel deze regels er wel zijn, worden ze zeer vaak verbroken.",0,0,1,0
670,Deze moet groeien gezien het grote belang voor de positie van Nederland in de mondiale economie alsmede de daaruit voortvloeiende Nationale belangen.,1,0,0,0
671,Deze moet groeien hoe dan ook. Alleen gedoseerd en home carrier first!,1,0,0,0
672,"Deze moet kunnen bewegen in lijn met een duurzame groei. Dit is uiteraard wat anders dan ongebreidelde groei voor iedereen. Duurzaam houdt ook in dat men kijkt wie er op welke manier gebruik kan maken van deze ruimte waarbij de overheid rekening moet houden met de Nederlandse concurrentiekracht naar omliggende luchthavens en diens maatschappijen. Met andere woorden, groei voor Nederlandse maatschappijen die welvaart en middelen naar Nederland brengen en dat de Nederlandse staatskas ten goede komt. Op die manier zijn zowel de lasten alsook de lusten voor Nederland.",1,0,0,0
673,Deze moet kunnen groeien om werkgelegenheid zeker te stellen en internationaal niet achter te gaan lopen.,1,0,0,0
674,"Deze moet mee groeien met de vraag, om schiphol als belangrijke overstap hub te behouden.",1,0,0,0
675,Deze moet met inachtneming van milieu en omgeving groeien,1,0,0,0
676,deze moet verder groeien,1,0,0,0
677,Deze moeten afnemen. Nu is de overlast al veel te groot en de kerosine regelmatig te ruiken.,0,1,0,0
678,Deze moeten beperkt blijven tot 500.000 voor deze regio. Schiphol kan natuurlijk wel een 2e locatie in een ander deel van Nederland ontwikkelen.,0,0,1,0
679,Deze moeten drastisch ingeperkt worden.,0,1,0,0
680,"Deze moeten goed gemonitored worden en waarmogelijk verminderd.

Tussen 22:00 en 06:00 gewoon rust

Communiceer eerlijk over de impact en wuif bezwaren niet weg

Probeer vluchten om te buigen naar andere regionale vliegvelden",0,1,0,0
681,Deze moeten in totaal bevroren worden op het huidige plafond en beperkt worden tot vooral haar transfer functie.,0,0,1,0
682,Deze moeten kunnen blijven groeien. De toestellen worden steeds schoner en stiller.,1,0,0,0
683,Deze moeten minder worden zodat er minder overlast is maar minder milieuschade,0,1,0,0
684,Deze moeten minder zijn dan dat ze nu zijn vanwege de geluidsoverlast in Castricum,0,1,0,0
685,Deze moeten toenemen. Groei is belangrijk voor de economie de toekomst van Nederland en Schiphol. Vliegtuigen zijn stiller en schoner geworden en groei is dus logisch.,1,0,0,0
686,"Deze moeten uiteraard toenemen om de concurrentie met staatsgesubsidieerde luchthavens en luchtvaartmaatschappijen aan te kunnen. Tevens moet de groei duurzaam zijn en dienen voor het Nederlandse belang, dus geen extra slots voor prijsvechters en maatschappijen uit het midden oosten.",1,0,0,0
687,"Deze moeten worden teruggebracht. De belasting voor het milieu en de volksgezondheid (luchtkwaliteit) is ontoelaatbaar hoog. Er is in Nederland steeds meer aandacht voor allerlei initiatieven van energie besparing, vermindering van uitstoot, stoppen met gas en dergelijke, echter de uitstoot van kerosine over de bevolking heen gaat onverminderd door. Dit is onacceptabel. En de lage prijsstelling van de vliegtickets helpen hier niet bij; deze zorgen voor onnodig extra vliegverkeer.",0,1,0,0
688,Deze mogen beperkt doorgroeien. Wat erg belangrijk is dat de vliegbewegingen die vrij komen moeten in het teken staan van de nederlandse economie en de nederlnadse arbeitsmarkt. Dus ten goede komen aan maatschappijen als KLM en Transavia.,1,0,0,0
689,Deze mogen toenemen met als voorwaarde betere aanvliegroutes en met name vertrek routes over gebieden die dunner bevolkt zijn wat wel degelijk mogelijk is.,1,0,0,0
690,deze Mogen van mij groeien onder 1 voorbehoud: dat Lelystad niet functioneert als comeerciele luchthaven. Graag alles op een plek concentreren en niet de overlast verdelen over merdere plekken in nederland,1,0,0,0
691,Deze omvang mag van mij beduidend afnemen.,0,1,0,0
692,Deze omvang moet groeien.,1,0,0,0
693,"Deze tijd met klimaatverandering en enorme bijna niet te bevatten milieu problemen is er slechts ??n conclusie mogelijk en dat is de omvang van het aantal vliegbewegingen drastisch verkleinen. Dit zal het milieu maar  ook de leefomgeving ten goede komen. Niet alleen qua geluid maar zeker ook wat betreft (CO2) uitstoot, en verhoogde ziekte en stress in de omgeving van de luchthaven. De economie is in deze van ondergeschikt belang. Sterker nog de (huidige) economie voorrang verlenen boven het milieu is kortzichtig, ouderwets en zelfs misdadig!",0,1,0,0
694,"Deze vraag is niet aan de orde. Al sinds mensenheugenis groeit Schiphol en dat zal moeten blijven gebeuren. Dat weet en vindt de regering ook. Die moeten staan voor het landsbelang en dat is altijd groter dan dat van een individu.
Daar is een strategie voor opgetuigd en daar moet alles voor wijken. Dus hou nou eens op met dat gezeur over milieuschade etc. Schuivende contouren, dubbele doelstellingen allemaal kul. Het is eigenlijk net als in Groningen. De regering wil gas, draai dan ook voor de milieuschade op. Van dat gas kunnen we echter op termijn af, van Schiphol niet. Schiphol moet ongebreideld kunnen groeien, maar beperk de overlast zo veel mogelijk en koop mensen die dat willen uit.",1,0,0,0
695,"Deze wijze van consultatie aan de bewoners is een schande voor de democratie! Hier worden drempels opgeworpen. Deze consultatie is alleen geschikt voor begaafde, sterk gemotiveerde en hooggeschoolde inwoners. 
Voor mij en voor velen is Schiphol een komplete ramp. Wij kwamen in Castricum wonen voor de rust. Nu is het zou je Castricum ontvluchten vanwege de geluidsoverlast, dag en nacht! Dus er is maar een optie, dat is afbouwen van de vluchten vanaf Schiphol. De economische schade die Schiphol brengt is enorm. De gezondheid wordt geschaad en er wordt geen belasting betaald over de vluchten. De bewoners hebben alleen de lasten en niet de lusten. Daarbij heeft Schiphol, de raad van bestuur, jarenlang crimineel gedrag vertoond door cijfers te verdoezelen en de overlast anders voor te stellen. Voor mij wordt Schiphol een klein vliegveldje!",0,1,0,0
696,Deze zal (sterk) moeten dalen om de uitstoot van CO2 en fijnstof tot verantwoorde proporties terug te brengen. In de uitstootlast van de luchtvaart zal de uitstoot van de gehele vlucht moeten worden meegenomen en gelijkelijk moeten worden verdeeld over vertrek en aankomstplaats en aldaar in de CO2 / fijnstof doelstellingen en maatregelen moeten worden meegenomen.,0,1,0,0
697,deze zal afnemen,0,0,0,1
698,Deze zal in jaarlijkse stappen dienen af te nemen tov het huidige volume.,0,1,0,0
699,Deze zal mee moeten groeien met de luchthavens om Schiphol heen om haar concurrentie positive te behouden en daarmee de banen.,1,0,0,0
700,"Deze zouden gestaag moeten kunnen groeien. De nieuwere vliegtuigen zijn stiller en zuiniger. Geef de maatschappijen met stillere en zuinigere vliegtuigen voorrang in de uitbreiding.

Tevens zouden de aanvlieg en vertrek routes moeten worden herzien. Er moet een balans tussen geluid en milieu zijn. Nu wordt er in de nacht onnodig extra kerosine verstoort door de lange aanvlieg routes.",1,0,0,0
701,Die dienen af te nemen. Het aantal is al op illegale wijze vergroot.,0,1,0,0
702,"Die groei zou beperkt moeten blijven.  En meer moeten afhangen van toegenomen vervuiling (CO2 uitstoot) en vliegtuig lawaai.  Ik zou liever zien, dat daarvoor een plafond wordt afgesproken.  Ten slotte bepaald dat de overlast en niet zozeer het aantal vliegbewegingen.  En als die plafonds zelfs tot een vliegbeperking zouden leiden moet dat maar.",1,0,0,0
703,"Die kan best iets verhoogd worden. Ik vind het t? overdreven dat mensen klagen over geluidsoverlast. Dit is echt al drastisch verminderd door nieuwere types als de 787, 737 MAX en ga zo maar door. De reden dat mensen nu klagen is om het feit dat zij er extra op zijn gaan letten! Ik werk met alle plezier op Schiphol, en daar is het in de naseizoenen nog lang niet druk. Laat maar komen!                        A",1,0,0,0
704,"Die kan en mag groeien wanneer door de inzet van nieuwe stillere vliegtuigen de geluidsoverlast maar niet of nauwlijks toeneemt. Uitstoot fijnstof blijft wel een probleem, maar electrisch vliegen ook korte afstand met 150-200 pax toestellen zit er de komende 15 jaar nog niet in terwijl vraag naar vervoer per vliegtuig zal blijven stijgen.",1,0,0,0
705,Die mag groeien. Uitzonderlijk belangrijk voor bv Nederland en luchtvaart moet globaal bekeken worden en niet op nationaal niveau.,1,0,0,0
706,Die mag van mij groeien. Schiphol en omgeving is van groot belang voor de bv Nederland en de omgeving in het bijzonder.,1,0,0,0
707,Die mag wat mij betreft groeien. Daarbij moet het wel mogelijk zijn dat de AAS -obv (Europese) wetgeving- eisen kan stellen aan de geluidsniveaus en de emissies niveaus van de vliegtuigen waarmee de diverse airlines op Schiphol mogen vliegen. Dus die airlines ruimte geven en belonen die investeren in nieuwe en schonere vliegtuigen en motoren.,1,0,0,0
708,Die mag wat mij betreft groeien. Maar die groei mag alleen worden gerealiseerd door de inzet van schonere en stillere toestellen van maatschappijen die zichtbaar aan de weg timmeren om hun ecologische voetafdruk te verlagen.,1,0,0,0
709,Die mag zeker groeien. Schiphol is economische motor regio en belangrijk voor bv Ned.,1,0,0,0
710,Die moet bevroren worden op het aantal van het plafond van 500.000 vliegtuigbewegingen.,0,0,1,0
711,"die moet groeien, nu al. Economisch is de luchthaven te belangrijk. HEt is zeer dom om dit nu tegen te houden",1,0,0,0
712,"Die moet heel drastisch naar beneden. Het begrip groei moet geschrapt worden ten gunste van het begrip krimp, waarbij een bepaalde hoeveelheid krimp per jaar gehaald moet worden.",0,1,0,0
713,Die moet kleiner worden.,0,1,0,0
714,Die moet minder worden ivm milieuschade en geluidsoverlast.,0,1,0,0
715,Die moet naar beneden bijgesteld worden,0,1,0,0
716,Die moet niet verder groeien dan die 500.000. Dat is mogelijk door de vliegtax in te voeren waardoor ook vliegvakanties fors duurder moeten worden. Internationaal treinverkeer moet gemakkelijker gaan en goedkoper worden.,0,0,1,0
717,Die moet niet verder groeien..,0,0,1,0
718,"Die moet stijgen om aan de groter wordende vraag te voldoen, maar tegelijkertijd mag er wat mij betreft ook worden afgedwongen dat maatschappijen alleen met relatief nieuwe kisten die extra vliegbewegingen mogen uitvoeren. Dus als het plafond hoger wordt, dan moeten we dat alleen accepteren met nieuwe toestellen die geluidsarmer zijn.",1,0,0,0
719,Die moet verminderd worden.,0,1,0,0
720,"Die moet zoveel mogelijk beperkt worden, vliegen is slecht voor het milieu en zorgt voor veel geluidsoverlast.",0,0,1,0
721,Die moeten dan zeker teruggebracht zijn naar een acceptabel niveau. Het niveau van pak um beet 6 jaar geleden. Het aantal bewegingen is nu te hoog voor een vliegveld zo dicht bij dorpen en steden.,0,1,0,0
722,Die moeten drastisch terug. Het aantal vliegbewegingen ligt nu al veel te hoog. Mensen die wonen in de in bijvoorbeeld de gemeente Teylingen hebben veel overlast door geluid (zelfs tot in de woningen) en van een silent killer als de uitstoot van fijnstof door vliegtuigen.,0,1,0,0
723,"Die moeten drastisch tot de helft van het niveau nu omlaag gezien de overlast voor gezondheid (lawaai en uitstoot fijnstof) en vanwege de impact op het milieu en klimaat. Het is niet onrealistische te veronderstellen dat in de volgende eeuw de zeespiegel dusdanig gaat stijgen dat het westen van Nl, inclusief dus Schiphol, onder water komt te staan, als CO2 uitstoot niet wordt teruggedrongen. Graag de zeer nodige aandacht voor de lange termijn! Vliegen is relatief en veel te goedkoop, in vliegkosten worden niet de werkelijke milieukosten in meegenomen, dit zou wel moeten gebeuren. Duurzame manieren van (openbaar) vervoeren zouden moeten worden gestimuleerd, zoals versnelde overgaan op duurzame bronnen waarvan treinvervoer en ook priv? autovervoer gebruik van maakt. Onderzoek voor elektrisch vliegen zou gestimuleerd kunnen worden, maar dat gaat alleen op lange termijn werken terwijl er nu al noodzaak is om vliegbewegingen terug te dringen (dus niet groei beperken, maar alle vliegverkeer reduceren). Verder moet overheid en (lands-)bestuur (regering) veel meer het voortouw en de (morele) leiding nemen als het gaat om terugdringen vliegverkeer en realiseren klimaatdoelstellingen. Dan krijgt men misschien het vertrouwen terug van burgers in hun bestuurders, dat is goed voor de democratie. Zorg tevens voor correcte meetgegevens, op basis van metingen en niet berekeningen. Wees eens moedig en doe het juiste! Toon eens leiderschap.",0,1,0,0
724,Die moeten toenemen tbv werkgelegenheid en nederlandse economie.,1,0,0,0
725,Die mogen niet meer toenemen. Zowel de lawaai-overlast als de uitstoot van broeikasgassen moeten worden tegengegaan. De afspraken van Parijs kunnen niet worden gehaald als het vliegverkeer blijft toenemen. Er moet ge?nvesteerd worden in spoorweg-hogesnelheidslijnen tussen Europese steden om het vliegverkeer terug te dringen.,0,1,0,0
726,Die omvang mag absoluut niet toenemen en bij voorkeur zelfs afnemen. De overlast is op dit moment al bedreigend voor de gezondheid van grote groepen mensen.,0,0,1,0
727,"Die omvang zou moeten kunnen groeien. Schiphol is een moderne en duurzame luchthaven die veel verbindingen met de rest van de wereld biedt en daarom van groot belang is voor de Nederlandse economie. Als Schiphol niet verder kan groeien, zal die groei elders minder duurzaam plaatsvinden.",1,0,0,0
728,Die vliegtuigbewegingen moeten omhoog! Graag mogelijkheid tot uitbreiding en groei; dit biedt meer werkgelegenheid en met de modernere vliegtuigen nauwelijks extra overlast qua milieu en geluidshinder.,1,0,0,0
729,Die zal drastisch af moeten nemen,0,1,0,0
